id,age,gender,education,marital_status,workclass,occupation,hours_per_week,capital_gain,capital_loss,native_country,annual_income,loan_status,experience_years,job_satisfaction,bmi,smoking_status,physical_activity,credit_score,disease_risk
209,28,Male,High School,Married,Self-Employed,Other-service,25,33278,5986,us,38468.0,approved,4,2,23.1,occasional,medium,398.0,0
210,21,Female,Bachelors,Widowed,Private,Craft-repair,78,37859,8976,UK,62547.0,approved,27,1,31.3,occasional,low,309.0,1
211,63,Male,PhD,Divorced,Unemployed,,52,47051,918,,68523.0,denied,34,4,25.1,non-smoker,medium,333.0,0
212,41,Female,High School,Single,Unemployed,Craft-repair,10,15823,7607,us,88350.0,approved,37,4,27.3,non-smoker,high,569.0,0
213,43,Female,PhD,Married,Self-Employed,Craft-repair,7,31574,9772,Mexico,49069.0,approved,40,3,20.1,occasional,high,622.0,0
214,45,Male,High School,Widowed,Unemployed,Machine-op-inspct,78,44789,666,India,40099.0,denied,7,2,22.5,smoker,low,769.0,1
215,64,Male,Bachelors,Widowed,Private,Prof-specialty,38,17263,7576,UK,54253.0,approved,3,3,19.2,non-smoker,low,497.0,0
216,21,Female,High School,Widowed,Unemployed,Machine-op-inspct,33,28920,133,Mexico,67407.0,denied,38,1,27.8,non-smoker,low,555.0,0
217,53,Female,High School,Widowed,Government,Other-service,50,6916,8233,Germany,75105.0,approved,28,3,19.8,smoker,low,377.0,0
218,32,Female,PhD,Divorced,Self-Employed,Tech-support,6,17643,2366,U.S.,unknown,denied,17,2,,smoker,low,422.0,0
219,39,Male,High School,Married,Unemployed,Prof-specialty,52,35956,8852,U.S.,88782.0,denied,42,5,25.2,non-smoker,high,760.0,1
220,66,Female,Masters,Married,Self-Employed,Craft-repair,90,43853,4401,us,74385.0,approved,28,4,21.5,smoker,high,318.0,0
221,41,Female,Bachelors,Married,Private,Tech-support,96,40834,1833,U.S.,40186.0,approved,6,5,25.5,smoker,high,378.0,1
222,41,Female,PhD,Widowed,Self-Employed,Tech-support,22,36534,2731,U.S.,56490.0,denied,36,3,22.4,non-smoker,medium,516.0,0
223,54,Female,High School,Widowed,Private,Craft-repair,64,20136,3446,,79711.0,approved,13,4,23.5,smoker,high,649.0,0
224,22,Male,High School,Divorced,Unemployed,Prof-specialty,29,6489,1873,Canada,64769.0,denied,7,1,24.2,smoker,medium,613.0,0
225,23,Female,Masters,Widowed,Unemployed,Exec-managerial,54,22419,407,India,90469.0,denied,40,3,34.4,smoker,low,515.0,0
226,66,Female,Masters,Widowed,Self-Employed,Prof-specialty,41,29504,5001,U.S.,54050.0,approved,44,3,33.9,non-smoker,low,786.0,1
227,27,Female,High School,Single,Unemployed,Sales,7,20141,4809,us,74597.0,approved,17,4,29.8,occasional,high,435.0,0
228,20,Female,Bachelors,Divorced,Private,,54,49490,2009,,85046.0,denied,4,4,26.7,occasional,high,547.0,0
229,55,Female,PhD,Divorced,Unemployed,Machine-op-inspct,97,44937,8593,U.S.,88616.0,denied,15,3,19.5,smoker,low,746.0,0
230,51,Other,Masters,Single,Unemployed,,78,17176,2001,us,77363.0,approved,43,1,26.0,non-smoker,high,,0
231,23,Female,Bachelors,Divorced,Government,Tech-support,79,42230,8785,India,unknown,approved,16,1,26.5,non-smoker,high,617.0,0
232,27,Female,Bachelors,Married,Unemployed,Other-service,17,32515,504,USA,27209.0,denied,16,3,28.4,smoker,high,616.0,0
233,33,Male,PhD,Divorced,Self-Employed,Prof-specialty,6,15546,2882,India,59280.0,denied,4,5,28.8,smoker,high,709.0,1
234,46,Male,High School,Divorced,Government,Craft-repair,79,34004,8057,Canada,81330.0,approved,37,1,26.0,occasional,medium,550.0,0
235,20,Male,High School,Married,Unemployed,Sales,81,48904,78,U.S.,43277.0,denied,22,4,,occasional,high,532.0,0
236,28,Female,High School,Widowed,Unemployed,Other-service,26,34016,3621,UK,49089.0,approved,12,5,27.6,occasional,medium,761.0,0
237,54,Male,Bachelors,Single,Unemployed,Tech-support,23,44559,5434,Canada,17448.0,denied,17,1,31.5,smoker,medium,772.0,0
238,21,Female,High School,Widowed,Private,Sales,67,37268,7967,us,78686.0,approved,17,5,26.4,non-smoker,high,359.0,0
239,66,Male,High School,Married,Self-Employed,Prof-specialty,13,20897,1332,us,91572.0,denied,30,3,29.3,occasional,low,820.0,1
240,21,Female,High School,Widowed,Private,Tech-support,44,49028,3023,India,63115.0,denied,12,2,28.1,occasional,high,628.0,0
241,41,Female,Bachelors,Widowed,Government,Prof-specialty,39,4932,4856,India,79764.0,approved,20,4,26.5,occasional,high,,1
242,45,Male,Masters,Widowed,Private,Tech-support,44,18528,958,UK,38722.0,denied,44,3,31.2,non-smoker,high,451.0,1
243,52,Male,Masters,Single,Unemployed,Prof-specialty,39,15225,5262,U.S.,77274.0,approved,33,4,21.7,smoker,medium,612.0,0
244,55,Other,Masters,Married,,Machine-op-inspct,37,25860,3670,us,84191.0,denied,25,4,30.0,occasional,low,499.0,0
245,67,Female,Masters,Married,Government,Sales,5,14431,1670,Germany,83656.0,denied,11,4,22.8,occasional,low,597.0,0
246,41,Female,High School,Widowed,Self-Employed,Other-service,49,29617,3584,Mexico,37605.0,approved,9,4,,smoker,medium,411.0,1
247,39,Female,Bachelors,Married,Unemployed,Other-service,14,27752,3313,Canada,40085.0,denied,33,3,19.7,smoker,medium,576.0,0
248,43,Female,Masters,Single,Self-Employed,Other-service,16,49224,6568,us,unknown,approved,43,5,24.0,smoker,low,unknown,0
249,35,Male,Masters,Widowed,Unemployed,Tech-support,91,46590,2729,USA,92141.0,denied,22,1,28.7,non-smoker,medium,589.0,1
250,20,Male,Masters,Married,Government,Exec-managerial,10,18898,8947,UK,69480.0,approved,28,2,29.4,smoker,medium,604.0,1
251,63,Male,Bachelors,Single,Private,Machine-op-inspct,25,35034,9289,U.S.,98503.0,approved,3,1,28.0,occasional,high,533.0,0
252,28,Female,Masters,Divorced,Private,Craft-repair,80,17701,5010,UK,,denied,28,3,23.1,non-smoker,medium,,0
253,26,Female,Masters,Married,Private,Sales,26,38384,5027,us,84957.0,approved,4,1,23.1,smoker,low,699.0,1
254,50,Female,PhD,Divorced,Unemployed,Prof-specialty,24,24686,1957,Canada,51761.0,approved,25,5,29.3,non-smoker,medium,644.0,0
255,43,Male,Bachelors,Single,Unemployed,Machine-op-inspct,27,48422,5271,UK,24215.0,approved,27,1,31.1,occasional,low,464.0,0
256,53,Female,PhD,Widowed,Unemployed,Other-service,42,32829,880,U.S.,42230.0,denied,20,1,26.0,occasional,low,842.0,0
257,21,Female,Masters,Married,Private,Craft-repair,8,8736,2971,USA,99040.0,approved,20,5,30.1,occasional,low,619.0,0
258,69,Male,PhD,Widowed,Self-Employed,Exec-managerial,48,2700,9873,us,131136.0,approved,9,3,23.5,occasional,low,632.0,0
259,19,Female,Masters,Married,Private,,94,20569,5066,U.S.,8965.0,denied,12,1,33.1,non-smoker,medium,586.0,0
260,25,Female,Bachelors,Divorced,Government,Exec-managerial,20,7143,1253,Mexico,108808.0,approved,23,2,,non-smoker,high,,0
261,24,Male,High School,Widowed,Private,Other-service,98,46144,6939,USA,72033.0,approved,35,3,33.0,occasional,low,395.0,0
262,53,Female,Masters,Widowed,Government,Sales,33,47339,1037,us,65853.0,denied,37,1,28.4,smoker,medium,651.0,1
263,51,Female,Masters,Single,Private,Exec-managerial,55,16507,8205,UK,63887.0,approved,10,1,20.7,non-smoker,high,460.0,0
264,57,Female,Masters,Single,Government,Other-service,32,19929,6515,Germany,55464.0,approved,3,2,24.1,occasional,high,845.0,0
265,36,Female,Bachelors,Widowed,Unemployed,Sales,15,7858,9404,Germany,82923.0,approved,22,3,23.8,smoker,medium,532.0,0
266,46,Male,Masters,Divorced,Government,Sales,38,7593,2858,USA,59159.0,approved,42,2,28.3,occasional,medium,569.0,0
267,56,Female,High School,Single,Government,Machine-op-inspct,26,37975,578,us,64905.0,denied,2,4,29.2,non-smoker,low,738.0,0
268,23,Female,Masters,Single,Private,,37,11005,8307,Canada,68702.0,approved,33,5,31.0,non-smoker,medium,358.0,0
269,27,Male,High School,Single,Government,Other-service,11,7501,5508,U.S.,20814.0,denied,24,4,33.7,non-smoker,medium,514.0,0
270,58,Female,Masters,Widowed,Unemployed,Sales,22,5109,3939,Canada,85186.0,approved,6,2,21.4,occasional,high,401.0,1
271,59,Female,Masters,Divorced,Self-Employed,Other-service,19,26428,6869,us,53352.0,approved,16,1,,occasional,high,401.0,0
272,22,Male,Bachelors,Widowed,Self-Employed,Sales,68,23169,3799,Germany,64412.0,denied,36,5,,non-smoker,low,448.0,1
273,41,Female,High School,Divorced,Unemployed,Machine-op-inspct,95,11413,8979,Canada,53834.0,approved,13,2,27.8,occasional,medium,505.0,0
274,58,Female,PhD,Divorced,,Prof-specialty,19,4426,9483,Canada,76813.0,approved,34,4,34.5,smoker,medium,836.0,0
275,39,Female,High School,Divorced,Government,Machine-op-inspct,61,18983,5016,USA,99711.0,denied,29,4,26.3,smoker,high,809.0,1
276,43,Female,Bachelors,Divorced,Self-Employed,,35,47650,1660,Canada,86760.0,approved,0,3,23.3,smoker,high,648.0,0
277,68,Male,PhD,Widowed,Unemployed,Prof-specialty,82,35919,3411,Germany,112538.0,approved,37,5,17.3,occasional,low,,0
278,54,Male,High School,Divorced,Private,Tech-support,21,2005,6969,,97755.0,denied,33,1,32.5,non-smoker,medium,459.0,1
279,62,Female,Bachelors,Married,,Tech-support,49,34617,5651,us,96562.0,approved,19,4,19.8,smoker,low,488.0,0
280,46,Male,Bachelors,Married,Government,Exec-managerial,43,36434,9773,us,83210.0,approved,27,5,,non-smoker,low,560.0,1
281,53,Male,PhD,Widowed,Government,,32,48311,4741,U.S.,59733.0,approved,16,5,25.8,non-smoker,medium,326.0,0
282,37,Male,Bachelors,Divorced,Unemployed,Exec-managerial,79,11565,7766,India,43669.0,denied,18,4,28.8,occasional,medium,680.0,0
283,35,Female,High School,Divorced,Government,Prof-specialty,20,13716,5150,USA,81329.0,approved,10,3,40.9,occasional,high,,1
284,57,Female,High School,Single,Government,Sales,28,10888,195,U.S.,75971.0,denied,22,4,30.7,smoker,high,731.0,0
285,62,Female,Bachelors,Married,Unemployed,Prof-specialty,22,14095,7573,Germany,37955.0,approved,18,2,27.1,occasional,medium,445.0,0
286,58,Female,PhD,Married,Unemployed,Prof-specialty,95,13100,4131,Germany,86026.0,denied,30,4,21.9,non-smoker,low,574.0,0
287,32,Male,High School,Divorced,Government,Prof-specialty,77,44356,2738,USA,40417.0,denied,2,2,33.2,non-smoker,low,682.0,1
288,32,Male,High School,Widowed,Government,Exec-managerial,36,25124,9613,Mexico,32427.0,denied,23,4,34.7,non-smoker,high,464.0,0
289,41,Female,High School,Married,,Prof-specialty,75,27166,6887,Germany,53613.0,approved,12,3,18.8,non-smoker,medium,644.0,0
290,46,Male,Bachelors,Divorced,Unemployed,Craft-repair,54,47490,9677,USA,60121.0,approved,32,5,32.0,smoker,high,717.0,1
291,34,Female,High School,Widowed,Government,Tech-support,87,3320,6646,U.S.,97907.0,denied,10,1,15.4,non-smoker,low,658.0,0
292,66,Male,PhD,Single,Government,Other-service,47,31020,6386,U.S.,109976.0,denied,18,5,23.8,occasional,medium,349.0,0
293,64,Male,PhD,Widowed,Unemployed,Other-service,38,41381,1050,,61795.0,approved,43,5,17.6,smoker,high,747.0,0
294,42,Female,High School,Divorced,,Machine-op-inspct,26,42482,7865,Germany,74349.0,approved,44,2,31.5,non-smoker,high,826.0,0
295,33,Female,Bachelors,Married,Private,Prof-specialty,330,5279,27,UK,1665270.0,approved,37,3,78.5,smoker,high,482.0,0
296,67,Female,Bachelors,Widowed,Self-Employed,Craft-repair,6,40501,9712,Mexico,85375.0,approved,12,4,26.3,smoker,medium,438.0,1
297,34,Female,PhD,Widowed,Private,Other-service,38,23674,4692,us,63206.0,denied,39,3,25.0,occasional,low,unknown,0
298,64,Female,High School,Divorced,Government,Machine-op-inspct,65,42949,2816,Mexico,47511.0,denied,36,5,30.5,non-smoker,high,805.0,1
299,64,Male,Masters,Divorced,Private,Sales,14,34774,280,,unknown,denied,17,2,26.9,occasional,high,712.0,0
300,38,Male,Masters,Single,Self-Employed,Sales,61,3495,6541,us,,approved,29,1,,occasional,high,497.0,0
301,61,Female,Bachelors,Single,Government,Craft-repair,36,26948,5131,UK,63961.0,denied,1,5,21.0,occasional,low,786.0,1
302,65,Female,Bachelors,Married,Private,Craft-repair,91,19970,6043,Canada,87245.0,approved,29,3,27.0,smoker,medium,736.0,1
303,44,Female,High School,Divorced,Government,Other-service,59,3023,8930,us,88951.0,denied,25,1,22.6,occasional,high,420.0,1
304,22,Female,Masters,Divorced,Unemployed,,46,26440,932,,88472.0,denied,36,2,,occasional,medium,578.0,1
305,39,Male,Masters,Widowed,Unemployed,Craft-repair,67,15712,9751,us,63659.0,approved,19,4,30.9,non-smoker,medium,558.0,0
306,50,Female,PhD,Single,Private,Other-service,82,9042,1341,Canada,97208.0,approved,39,2,34.4,smoker,high,300.0,0
307,57,Other,Masters,Divorced,Private,Exec-managerial,45,40073,496,U.S.,48239.0,denied,6,4,31.1,smoker,high,489.0,0
308,19,Female,High School,Married,Unemployed,Prof-specialty,40,20215,9051,USA,58944.0,approved,8,1,26.3,occasional,low,751.0,0
309,52,Male,High School,Widowed,Government,Sales,75,37660,5399,us,67319.0,denied,7,2,28.0,non-smoker,medium,594.0,1
310,60,Male,High School,Widowed,Private,Exec-managerial,26,38209,7651,UK,89795.0,denied,18,3,29.8,non-smoker,high,399.0,0
311,36,Male,High School,Divorced,Government,Machine-op-inspct,30,40338,2122,USA,78496.0,denied,30,3,,occasional,high,774.0,0
312,57,Female,Bachelors,Divorced,Private,Other-service,85,42972,9840,Germany,74647.0,approved,10,1,22.8,occasional,medium,643.0,0
313,44,Male,High School,Single,Government,Other-service,9,29421,4165,India,78689.0,denied,27,1,26.1,smoker,high,633.0,1
314,57,Female,PhD,Married,Private,Tech-support,24,541,7232,us,71020.0,denied,13,2,31.8,smoker,high,529.0,0
315,53,Male,High School,Single,Private,Craft-repair,88,19515,2396,Canada,75259.0,denied,6,3,28.7,occasional,high,456.0,0
316,56,Male,High School,Widowed,Government,,81,16515,4643,U.S.,108468.0,approved,4,1,,non-smoker,high,670.0,0
317,19,Female,High School,Widowed,Government,Machine-op-inspct,58,21036,4967,us,63138.0,approved,17,5,14.3,non-smoker,low,,0
318,58,Male,High School,Divorced,Self-Employed,Other-service,88,25495,5021,Germany,unknown,approved,43,5,31.4,occasional,low,841.0,0
319,35,Male,Masters,Married,Self-Employed,Tech-support,71,31143,723,India,64292.0,denied,3,5,32.6,non-smoker,low,,0
320,63,Male,Bachelors,Single,Government,Exec-managerial,53,8260,2597,U.S.,69513.0,denied,22,4,21.1,smoker,high,522.0,0
321,40,Male,High School,Divorced,Self-Employed,Other-service,99,17037,3226,U.S.,47680.0,approved,19,5,25.5,non-smoker,low,636.0,1
322,43,Male,PhD,Divorced,Government,Other-service,29,16507,690,,27107.0,denied,8,1,28.9,smoker,low,380.0,0
323,28,Male,Bachelors,Widowed,Government,Exec-managerial,91,37670,1914,Germany,68416.0,approved,20,2,30.2,non-smoker,high,unknown,0
324,65,Female,Bachelors,Divorced,Self-Employed,Prof-specialty,45,97,5059,Germany,93921.0,approved,10,2,25.5,occasional,low,689.0,0
325,18,Male,Masters,Divorced,Private,Other-service,58,45372,3730,U.S.,46550.0,denied,17,3,25.5,smoker,low,578.0,0
326,53,Female,High School,Single,Private,Tech-support,50,47812,6230,UK,78219.0,denied,12,2,26.4,occasional,high,765.0,0
327,67,Female,High School,Divorced,Government,Machine-op-inspct,78,1729,562,Mexico,,denied,34,4,16.3,occasional,high,572.0,0
328,37,Male,Masters,Divorced,Self-Employed,Exec-managerial,18,39102,6758,UK,48857.0,approved,10,4,34.0,non-smoker,high,615.0,0
329,48,Male,Bachelors,Married,Self-Employed,Tech-support,82,21327,2083,Canada,71229.0,approved,38,3,23.9,non-smoker,medium,614.0,0
330,25,Female,Masters,Single,Private,Other-service,90,11886,9172,Mexico,65232.0,approved,34,4,29.1,occasional,high,384.0,0
331,57,Male,High School,Divorced,Private,Other-service,72,27067,6666,Canada,,approved,1,1,24.6,occasional,low,441.0,1
332,41,Female,Masters,Married,Private,Tech-support,43,13295,7779,India,83228.0,denied,22,3,24.3,smoker,high,,1
333,37,Other,Masters,Widowed,Government,Machine-op-inspct,38,21253,7584,,51582.0,approved,12,3,19.2,occasional,medium,606.0,0
334,32,Male,PhD,Married,Private,Machine-op-inspct,31,31495,670,UK,90981.0,denied,38,1,25.0,smoker,medium,717.0,0
335,47,Female,PhD,Single,Unemployed,Machine-op-inspct,44,49061,6839,us,96738.0,approved,17,1,39.4,smoker,medium,303.0,0
336,37,Male,Bachelors,Single,Self-Employed,Prof-specialty,77,35290,7473,us,88332.0,approved,33,2,35.6,smoker,medium,595.0,1
337,55,Male,Masters,Widowed,Government,Craft-repair,11,19942,7916,UK,68291.0,approved,3,1,,smoker,medium,304.0,0
338,19,Male,High School,Single,Government,Sales,97,34248,469,UK,80474.0,denied,18,4,22.5,non-smoker,medium,345.0,0
339,23,Male,Masters,Single,Government,Craft-repair,41,9535,7489,Germany,118668.0,approved,14,3,29.4,smoker,high,842.0,0
340,59,Male,Masters,Single,,Tech-support,64,16255,8739,Canada,unknown,approved,38,3,30.9,occasional,high,463.0,1
341,35,Male,Masters,Divorced,Private,Sales,22,14633,1827,,51020.0,approved,19,1,32.8,occasional,high,720.0,0
342,53,Female,Bachelors,Married,Self-Employed,Sales,54,14612,4902,U.S.,62483.0,denied,17,5,28.7,smoker,high,357.0,0
343,31,Male,High School,Widowed,Government,Sales,97,11969,3442,India,74468.0,denied,19,1,29.0,smoker,low,695.0,0
344,43,Male,High School,Widowed,Self-Employed,Tech-support,41,14,5233,U.S.,105063.0,denied,12,3,22.2,non-smoker,high,519.0,0
345,51,Male,Bachelors,Divorced,Unemployed,Sales,10,49726,483,Mexico,52508.0,denied,5,4,33.4,smoker,high,352.0,0
346,47,Female,Masters,Widowed,Private,Machine-op-inspct,55,31349,3642,,89183.0,approved,44,3,22.2,smoker,medium,703.0,0
347,24,Female,PhD,Divorced,Unemployed,Machine-op-inspct,44,19657,9544,UK,97220.0,denied,1,2,26.7,occasional,high,674.0,0
348,47,Female,PhD,Married,Private,Craft-repair,36,43789,6308,,65263.0,approved,5,1,27.1,non-smoker,low,814.0,0
349,35,Female,High School,Single,Unemployed,Sales,51,4681,602,U.S.,62161.0,denied,38,2,33.0,smoker,high,699.0,0
350,39,Female,Masters,Divorced,Unemployed,Craft-repair,38,27153,5939,U.S.,99911.0,approved,38,4,29.2,smoker,medium,626.0,0
351,34,Female,Bachelors,Single,Private,Sales,48,46213,851,us,115016.0,denied,34,5,22.0,smoker,low,403.0,0
352,48,Male,PhD,Single,Government,Sales,74,10660,1931,Germany,54490.0,approved,20,3,34.0,occasional,medium,706.0,0
353,34,Male,PhD,Single,,Machine-op-inspct,66,38927,3725,UK,104822.0,approved,12,1,,occasional,medium,572.0,0
354,48,Male,Bachelors,Single,Private,Tech-support,56,48393,458,UK,87057.0,denied,23,1,36.8,smoker,medium,599.0,0
355,30,Male,Bachelors,Single,Unemployed,Sales,41,14651,7206,U.S.,67209.0,approved,31,4,33.6,smoker,low,307.0,0
356,44,Female,High School,Married,Private,Tech-support,28,38391,1487,Mexico,27065.0,approved,33,4,25.6,occasional,medium,717.0,0
357,37,Male,Bachelors,Widowed,Private,Machine-op-inspct,8,30128,1086,us,41983.0,denied,9,5,26.4,occasional,high,436.0,0
358,34,Male,Bachelors,Widowed,Unemployed,Other-service,52,14296,9087,,55254.0,denied,35,1,32.5,non-smoker,low,352.0,0
359,46,Male,Bachelors,Divorced,Government,Other-service,83,38245,4463,India,56525.0,denied,25,3,28.7,smoker,high,796.0,0
360,56,Female,Masters,Divorced,Private,Tech-support,27,14549,4248,Canada,76818.0,denied,43,4,24.0,occasional,low,553.0,0
361,52,Female,High School,Single,Government,Craft-repair,84,15278,956,us,1550.0,denied,28,3,28.2,occasional,medium,440.0,0
362,25,Female,PhD,Married,Private,Craft-repair,43,7034,6395,U.S.,88615.0,denied,44,4,28.8,smoker,low,732.0,0
363,60,Female,High School,Married,Government,Prof-specialty,43,27649,9028,Mexico,,approved,30,4,41.7,occasional,medium,467.0,0
364,55,Female,Masters,Widowed,Unemployed,Machine-op-inspct,55,6985,5427,India,38005.0,denied,9,5,33.5,smoker,low,768.0,0
365,32,Female,Bachelors,Married,Unemployed,Prof-specialty,87,30388,8383,India,102863.0,approved,24,1,27.0,occasional,low,701.0,1
366,67,Female,Bachelors,Divorced,Government,Exec-managerial,30,23371,3892,Canada,93676.0,approved,28,4,26.3,occasional,high,547.0,0
367,18,Male,Bachelors,Widowed,Government,Prof-specialty,66,24068,7017,us,4953.0,approved,3,5,22.0,occasional,medium,498.0,0
368,50,Female,Masters,Single,Self-Employed,Prof-specialty,47,10524,8743,us,102003.0,denied,13,1,,smoker,high,574.0,0
369,20,Male,High School,Widowed,Unemployed,Exec-managerial,16,48529,227,USA,81947.0,approved,7,4,23.8,non-smoker,low,356.0,0
370,56,Female,PhD,Married,Government,Tech-support,87,11394,2210,Canada,53425.0,denied,3,5,,smoker,medium,314.0,0
371,55,Female,PhD,Married,Private,,15,49341,6685,us,58025.0,denied,4,1,28.9,occasional,high,579.0,0
372,65,Other,High School,Widowed,Private,Sales,98,16447,3885,UK,85896.0,approved,16,2,24.9,non-smoker,high,371.0,0
373,32,Male,Masters,Divorced,Private,,76,45918,3663,Mexico,98570.0,denied,39,2,17.0,occasional,low,519.0,0
374,59,Male,Masters,Single,Government,Other-service,70,32733,1691,Canada,45956.0,approved,20,4,19.5,non-smoker,low,802.0,0
375,35,Female,Bachelors,Married,Unemployed,Prof-specialty,43,816,1423,Germany,61342.0,denied,9,5,27.4,smoker,low,805.0,0
376,55,Male,Bachelors,Divorced,Government,Craft-repair,38,22099,6162,Canada,88828.0,denied,37,5,27.5,smoker,medium,630.0,1
